,prediction
166,37.725777
167,19.409353
168,37.685143
169,31.22784
170,27.685396
171,39.08996
172,36.847843
173,30.636297
174,33.323635
175,27.926094
176,35.50216
177,31.604216
178,49.902485
179,27.717306
180,42.239517
181,29.606628
182,39.01037
183,35.4149
184,35.00999
185,36.146503
186,24.415064
187,35.203465
188,37.804676
189,37.3229
190,39.252342
191,39.158207
192,32.346092
193,35.83587
194,40.39461
195,34.02933
196,36.623222
197,37.830025
198,33.243782
199,36.0915
200,36.816883
201,38.20132
202,30.131275
203,42.06121
204,30.393911
205,33.603237
206,42.95312
207,28.25588
208,39.94278
209,33.851746
210,35.413975
211,36.47254
212,25.23841
213,32.218815
214,36.724396
215,39.113033
216,38.814568
217,40.347885
218,29.619251
219,32.725727
220,35.470882
221,37.989105
222,37.79167
223,38.1048
224,31.848871
225,34.795326
226,33.254425
227,41.01875
228,31.836922
229,38.040592
230,33.19487
231,21.487942
232,42.328537
233,29.069237
234,35.173676
235,36.56303
236,33.86927
237,36.97487
238,22.546442
239,33.311558
240,35.78467
241,37.632862
242,38.702015
243,41.331177
244,34.72161
245,33.11444
246,32.38638
247,34.270546
248,38.089508
249,38.269497
250,32.665474
251,36.539814
252,30.972246
253,36.14897
254,33.22669
255,27.098465
256,45.049107
257,42.555088
258,32.369957
259,26.783022
260,38.010906
261,36.748352
262,41.513195
263,24.452156
264,38.71652
265,37.03921
266,40.153988
267,37.228004
268,41.38148
269,32.70996
270,37.365498
271,31.977055
272,44.069267
273,42.002117
274,38.009174
275,30.36271
276,38.63384
277,34.830288
278,36.659817
279,19.362673
280,30.878641
281,39.701828
282,22.401873
283,25.212334
284,33.906475
285,27.084888
286,32.213913
287,21.910267
288,27.16022
289,33.134052
290,34.000965
291,36.77352
292,33.305454
293,22.389591
294,21.981506
295,31.048624
296,34.343567
297,33.237015
298,33.38983
299,30.445015
300,29.920786
301,31.314249
302,29.505995
303,28.093773
304,33.70888
305,41.41971
306,30.04304
307,34.976852
308,34.3617
309,35.958416
310,37.89864
311,24.89519
312,32.33764
313,37.357624
314,38.24758
315,36.380264
316,39.868652
317,31.67069
318,32.386356
319,36.746677
320,36.52197
321,40.70874
322,37.893543
323,34.256264
324,35.3496
325,32.600807
326,40.404533
327,26.052052
328,34.741062
329,34.21825
330,21.895487
331,39.892803
332,28.655046
333,31.898277
334,30.572584
335,29.888237
336,35.46661
337,38.688545
338,21.944586
339,34.11121
340,34.682945
341,39.3006
342,37.14304
343,36.377075
344,27.943409
345,31.035812
346,38.61127
347,30.445015
348,34.406242
349,39.042084
350,33.907616
351,34.679554
352,32.07833
353,29.913511
354,37.766357
355,38.01763
356,37.1607
357,40.74145
358,26.512735
359,28.011768
360,32.407104
361,35.101807
362,35.370724
363,33.944717
364,31.988312
365,33.74809
366,34.02933
367,33.84066
368,35.4149
369,31.200985
370,29.306412
371,30.764141
372,34.05085
373,35.100338
374,36.779068
375,32.31414
376,36.608753
377,43.78533
378,31.277605
379,33.401806
380,30.21903
381,31.043564
382,43.901825
383,23.389332
384,30.067467
385,33.601124
386,35.693462
387,37.681408
388,39.042084
389,27.218843
390,37.886818
391,40.067352
392,36.046078
393,38.60835
394,40.52494
395,25.058048
396,32.16339
397,36.587803
398,44.192997
399,36.714478
400,39.814964
401,37.918865
402,37.753773
403,39.48885
404,23.370455
405,26.548773
406,39.288803
407,27.586416
408,30.193537
409,32.532566
410,32.910473
411,36.07796
412,26.15235
413,30.255821
414,30.710327
415,35.23302
416,38.872356
417,36.879128
418,25.493326
419,30.571587
420,33.037987
421,33.880474
422,34.992207
423,37.55124
424,25.63005
425,34.05428
426,34.140644
427,32.653435
428,28.38909
429,29.900673
430,38.826893
431,30.49665
432,34.78846
433,33.233013
434,35.4149
435,35.88833
436,25.209875
437,33.349644
438,36.182804
439,33.677467
440,37.52419
441,39.868652
442,31.06233
443,33.90003
444,33.538055
445,35.094456
446,36.70443
447,36.05709
448,33.74809
449,34.40896
450,34.704296
451,41.22615
452,30.508753
453,32.88723
454,28.07233
455,42.482986
456,30.701336
457,37.12758
458,35.4149
459,36.25003
460,38.861538
461,26.320704
462,35.847736
463,37.96433
464,39.31363
465,37.91669
466,40.140797
467,26.194195
468,31.704922
469,35.50478
470,36.33304
471,39.078636
472,41.72424
473,33.209915
474,36.890892
475,36.0944
476,38.976658
477,25.612114
478,35.258244
479,41.50399
480,29.22502
481,38.393955
482,32.835983
483,35.086292
484,37.400146
485,28.381834
486,35.43739
487,34.321854
488,38.491756
489,35.370724
490,39.43502
491,27.961973
492,34.98134
493,32.616856
494,34.22485
495,35.634285
496,40.20386
497,32.0745
498,35.3496
499,37.03356
500,40.206844
501,27.270393
502,29.954832
503,37.407093
504,40.171852
505,29.63054
506,32.25216
507,34.88539
508,35.443813
509,36.25003
510,30.740524
511,32.25216
512,31.128706
513,37.038517
514,34.022507
515,41.59125
516,30.273964
517,33.815926
518,32.61051
519,33.906475
520,40.047916
521,39.15245
522,32.01644
523,34.974075
524,33.182693
525,32.55843
526,30.145552
527,40.399582
528,39.01037
529,28.663822
530,31.492523
531,32.9212
532,34.577454
533,36.13696
534,25.167667
535,38.36011
536,30.193537
537,34.38299
538,37.045868
539,34.735294
540,33.08859
541,31.430775
542,34.79129
543,29.738743
544,39.61924
545,36.17293
546,31.063042
547,33.995617
548,33.21078
549,36.553432
550,31.986387
551,31.337982
552,41.34049
553,28.935183
554,28.942175
555,34.126083
556,35.896523
557,37.746174
558,28.300034
559,34.11121
560,36.543854
561,35.04038
562,36.953598
563,36.837955
564,26.068592
565,30.14475
566,33.1391
567,34.645264
568,38.112896
569,40.11241
570,37.42456
571,35.44149
572,38.540154
573,32.698223
574,20.03166
575,37.488438
576,41.187885
577,28.361382
578,34.140644
579,34.192772
580,33.10094
581,36.47254
582,21.825294
583,31.935818
584,34.39918
585,36.407345
586,39.995438
587,31.27943
588,31.035686
589,36.925243
590,33.075634
591,38.03142
592,36.17005
593,31.530888
594,34.979435
595,34.250538
596,38.085773
597,28.861921
598,30.771553
599,28.995632
600,31.638279
601,42.571815
602,30.766714
603,34.977066
604,36.03005
605,36.98446
606,37.716034
607,26.248198
608,30.191397
609,39.918934
610,40.35293
611,40.41567
612,39.782936
613,31.344585
614,31.19806
615,32.681286
616,35.28559
617,37.64644
618,40.600063
619,33.83712
620,37.14474
621,30.404741
622,37.064125
623,32.711555
624,31.710262
625,58.428673
626,39.969757
627,29.888237
628,31.17571
629,34.264114
630,35.623035
631,37.005207
632,26.165583
633,30.3534
634,33.673164
635,38.79336
636,39.09548
637,38.220444
638,30.131275
639,32.896507
640,35.862923
641,34.149487
642,34.463955
643,38.93596
644,33.745243
645,34.890614
646,36.012447
647,34.945404
648,40.879337
649,27.922747
650,32.88088
651,43.137127
652,30.06196
653,35.75855
654,35.87023
655,37.65696
656,37.28595
657,25.360207
658,35.491203
659,38.75659
660,37.828487
661,39.539967
662,40.790672
663,29.67937
664,32.39396
665,35.67208
666,27.7988
667,38.18023
668,39.943924
669,39.684628
670,33.22991
671,37.124397
672,33.472534
673,37.335598
674,38.61127
675,38.703205
676,30.733917
677,38.886646
678,29.264008
679,36.512653
680,32.49723
681,33.305454
682,35.583866
683,29.70687
684,36.1757
685,29.164654
686,35.116207
687,35.708424
688,36.719162
689,27.396433
690,30.710102
691,31.18418
692,37.245964
693,41.2679
694,40.122253
695,31.878897
696,35.639343
697,31.216227
698,38.737885
699,37.17487
700,42.625042
701,28.451912
702,31.43475
703,37.295616
704,34.98134
705,36.17819
706,33.931625
707,34.371227
708,34.869232
709,37.64644
710,34.28234
711,37.380978
712,22.102081
713,31.555845
714,40.2559
715,39.953487
716,38.031975
717,39.11678
718,31.988312
719,35.958416
720,35.51474
721,32.263077
722,28.838717
723,34.949398
724,36.092125
725,44.451252
726,29.125803
727,36.745255
728,35.583866
729,38.286644
730,37.70413
731,28.806929
732,32.546646
733,38.104973
734,39.67769
735,37.790405
736,42.59081
737,31.603374
738,35.191925
739,34.830288
740,40.84383
741,41.897488
742,39.278637
743,32.867363
744,31.79702
745,37.781227
746,34.12832
747,29.214588
748,36.107166
749,50.121357
750,42.359295
751,30.402914
752,40.14529
753,36.810497
754,35.00999
755,37.085743
756,28.953976
757,35.054016
758,38.134163
759,35.920452
760,39.06044
761,40.148582
762,30.696344
763,34.003815
764,36.427967
765,35.851086
766,38.84802
767,38.679535
768,34.86059
769,36.369377
770,34.667526
771,41.245697
772,27.269306
773,42.38056
774,46.01779
775,43.182053
776,29.094477
777,39.974724
778,32.9003
779,36.284817
780,39.078636
781,24.850922
782,36.683537
783,39.05567
784,41.300014
785,34.860817
786,37.956944
787,33.43963
788,34.508003
789,31.548126
790,38.390987
791,41.822304
792,41.12364
793,30.432251
794,35.4149
795,45.09176
796,40.812923
797,26.002312
798,32.372093
799,31.749548
800,53.186806
801,44.812252
802,28.592993
803,28.944601
804,38.17263
805,37.999893
806,36.655777
807,26.481606
808,29.7343
809,39.304195
810,38.80463
811,40.846333
812,41.381092
813,27.285799
814,29.48014
815,34.72161
816,34.701508
817,40.647068
818,40.274265
819,35.91241
820,36.99268
821,40.970848
822,28.322979
823,36.084618
824,43.036163
825,29.825829
826,33.874794
827,35.054016
828,36.45428
829,38.620155
830,25.753452
831,33.062336
832,38.063305
833,40.88053
834,37.71925
835,38.7099
836,34.87808
837,34.490055
838,30.168865
839,35.943565
840,39.493225
841,39.701828
842,32.119934
843,36.834045
844,36.1358
845,37.335598
846,34.223362
847,29.926857
848,41.069252
849,31.769018
850,36.870502
851,38.044796
852,34.917812
853,37.677868
854,24.053528
855,36.33984
856,38.259403
857,39.846855
858,40.987385
859,38.031464
860,29.797375
861,35.51664
862,37.060925
863,39.212257
864,40.067352
865,40.36795
866,32.986427
867,35.443813
868,23.15015
869,39.15245
870,36.10645
871,39.984966
872,41.065956
873,29.461636
874,36.034294
875,35.79991
876,35.50216
877,34.418316
878,23.95385
879,30.382812
880,37.70413
881,39.291027
882,38.151653
883,38.779526
884,30.51448
885,34.277756
886,37.170856
887,35.380264
888,35.08287
889,37.781227
890,33.243782
891,35.378925
892,36.13696
893,36.294407
894,31.35233
895,25.587608
896,35.964577
897,32.56361
898,40.93683
899,28.890146
900,31.878897
901,35.443813
902,35.443813
903,35.968327
904,26.128292
905,36.07092
906,34.06946
907,34.654057
908,36.50991
909,39.183357
910,30.36271
911,31.750576
912,31.17571
913,37.675762
914,34.796543
915,39.701828
916,34.06946
917,34.91069
918,34.639843
919,34.933033
920,36.58861
921,39.79971
922,23.660353
923,41.534054
924,30.306572
925,36.10728
926,36.16297
927,36.068592
928,36.36186
929,24.488686
930,36.540478
931,36.96887
932,35.123425
933,40.211315
934,41.5424
935,29.937904
936,28.75293
937,27.43599
938,36.569717
939,38.009174
940,41.35521
941,36.34143
942,37.361248
943,20.168522
944,31.578255
945,25.570934
946,39.911884
947,29.641582
948,30.255821
949,33.77583
950,35.766205
951,37.043385
952,26.813137
953,34.494507
954,34.76287
955,35.84415
956,35.101807
957,38.432194
958,32.139614
959,29.70577
960,35.469643
961,36.182804
962,35.04038
963,38.79336
964,33.040028
965,35.43074
966,35.704628
967,26.792912
968,25.67813
969,21.242462
970,24.441233
971,41.381092
972,30.701336
973,36.590355
974,34.074947
975,35.634285
976,38.65128
977,28.550694
978,36.540478
979,35.647514
980,36.55629
981,36.971638
982,39.178814
983,30.111467
984,31.048271
985,34.172962
986,35.704628
987,38.0613
988,39.184166
989,39.278637
990,37.400146
991,36.492958
992,33.78859
993,24.32371
994,31.385122
995,29.989504
996,32.135315
997,39.654205
998,27.644493
999,29.738743
1000,30.407383
1001,37.147213
1002,34.473446
1003,19.088144
1004,33.311558
1005,34.05085
1006,35.22327
1007,36.66621
1008,38.27812
1009,33.037987
1010,31.3034
1011,35.816902
1012,36.463554
1013,35.896523
1014,30.793098
1015,33.59926
1016,31.853249
1017,35.67636
1018,30.341135
1019,40.171852
1020,30.084547
1021,32.910725
1022,34.585735
1023,35.67208
1024,36.502926
1025,27.036808
1026,31.704922
1027,33.885113
1028,36.70443
1029,36.608047
1030,40.40573
1031,30.739435
1032,33.82001
1033,30.255821
1034,37.62129
1035,34.494507
1036,38.118935
1037,34.38299
1038,35.98933
1039,34.371227
1040,26.86687
1041,23.47623
1042,38.148643
1043,42.76805
1044,31.521587
1045,37.704865
1046,37.449577
1047,34.003815
1048,39.640022
1049,26.129076
1050,34.201004
1051,38.442783
1052,39.264584
1053,37.38853
1054,43.276993
1055,34.755863
1056,34.490055
1057,34.11166
1058,35.99521
1059,41.45522
1060,39.503933
1061,34.719906
1062,37.004486
1063,37.86394
1064,39.025818
1065,46.976494
1066,24.148226
1067,40.685184
1068,29.795422
1069,32.47908
1070,34.5883
1071,35.668255
1072,36.93102
1073,28.313
1074,31.61487
1075,34.586224
1076,34.735294
1077,38.145565
1078,40.056046
1079,28.463322
1080,35.044266
1081,32.156593
1082,35.608727
1083,36.314964
1084,38.959305
1085,34.04188
1086,35.545593
1087,34.277756
1088,36.745693
1089,20.676147
1090,28.149427
1091,36.32499
1092,38.284435
1093,41.37433
1094,32.865646
1095,35.08164
1096,38.54015
1097,37.151493
1098,36.80871
1099,27.34232
1100,37.03921
1101,34.056995
1102,39.287476
1103,40.054684
1104,42.167305
1105,39.91409
1106,31.93223
1107,37.86275
1108,38.91145
1109,39.406322
1110,38.009174
1111,34.838623
1112,37.444443
1113,42.34665
1114,33.655285
1115,41.977077
1116,37.55771
1117,29.845444
1118,32.691402
1119,32.21788
1120,34.082615
1121,36.608047
1122,26.403673
1123,32.055195
1124,30.833145
1125,37.64644
1126,33.259544
1127,38.84818
1128,33.377846
1129,29.78584
1130,33.037987
1131,31.988312
1132,40.31899
1133,35.689278
1134,31.523006
1135,35.482265
1136,28.321901
1137,21.229307
1138,24.816736
1139,41.381092
1140,27.829092
1141,38.341667
1142,32.139137
1143,33.897873
1144,36.304195
1145,25.262024
1146,35.51664
1147,36.129826
1148,34.91246
1149,36.61645
1150,38.260174
1151,28.55341
1152,38.694187
1153,39.866386
1154,31.3034
1155,35.075035
1156,36.675724
1157,28.848768
1158,35.187775
1159,29.60023
1160,35.795654
1161,38.99022
1162,37.905067
1163,38.458557
1164,41.740128
1165,27.542002
1166,31.762846
1167,33.002502
1168,34.919903
1169,38.269497
1170,28.325829
1171,34.082672
1172,35.08287
1173,36.339554
1174,37.706623
1175,39.196365
1176,26.151386
1177,32.561916
1178,35.5649
1179,34.156918
1180,37.073647
1181,37.085743
1182,33.07667
1183,34.869743
1184,26.843536
1185,36.829987
1186,29.143925
1187,35.03423
1188,31.658457
1189,42.706543
1190,26.469944
1191,33.414303
1192,34.378643
1193,35.53602
1194,34.55896
1195,25.42159
1196,32.545406
1197,34.106033
1198,34.02933
1199,37.574787
1200,40.037323
1201,29.563282
1202,32.667812
1203,33.944717
1204,37.64644
1205,36.003296
1206,36.17819
1207,32.494595
1208,34.802536
1209,33.125042
1210,20.387856
1211,26.754652
1212,42.403023
1213,42.147602
1214,30.534687
1215,32.38783
1216,35.4149
1217,35.443813
1218,39.75483
1219,25.871994
1220,33.57206
1221,40.308704
1222,35.67208
1223,40.274265
1224,40.44964
1225,27.796354
1226,31.216301
1227,33.77327
1228,34.83228
1229,39.39396
1230,40.825733
1231,34.02933
1232,36.512566
1233,36.191414
1234,37.63273
1235,39.426743
1236,28.560362
1237,28.244709
1238,40.43266
1239,28.922852
1240,33.333714
1241,34.521294
1242,33.3322
1243,37.483177
1244,24.698145
1245,32.961353
1246,35.487152
1247,36.05709
1248,37.893543
1249,38.696953
1250,27.326513
1251,33.673164
1252,32.956806
1253,34.735294
1254,38.688545
1255,36.878582
1256,32.074562
1257,35.493717
1258,34.336464
1259,34.890923
1260,31.235144
1261,27.913906
1262,31.705326
1263,37.488438
1264,37.830025
1265,28.560375
1266,33.118256
1267,32.563686
1268,33.22991
1269,35.14628
1270,25.03674
1271,31.645582
1272,32.003773
1273,31.871603
1274,33.853516
1275,39.654205
1276,29.038794
1277,33.259544
1278,33.38196
1279,35.711124
1280,35.27346
1281,35.920452
1282,30.482973
1283,33.412228
1284,33.990265
1285,23.660353
1286,40.662193
1287,30.067467
1288,35.608917
1289,35.74149
1290,32.81495
1291,38.579773
1292,26.56909
1293,35.440365
1294,34.5047
1295,38.324295
1296,37.130653
1297,38.059364
1298,33.486134
1299,30.302591
1300,36.909966
1301,33.42783
1302,38.297215
1303,37.94392
1304,34.09366
1305,35.25783
1306,38.333008
1307,36.134743
1308,28.349455
1309,32.390724
1310,42.612137
1311,29.73288
1312,30.68791
1313,38.428017
1314,35.21803
1315,38.202263
1316,30.138186
1317,35.733555
1318,31.29095
1319,39.519886
1320,41.188965
1321,39.78747
1322,31.306267
1323,29.662312
1324,39.228394
1325,37.904827
1326,38.53466
1327,40.491745
1328,31.529783
1329,36.810497
1330,39.56657
1331,39.185177
1332,33.12451
1333,43.081573
1334,29.697174
1335,35.0701
1336,40.961296
1337,21.34997
1338,41.777752
1339,39.219376
1340,41.833862
1341,32.750126
1342,34.424053
1343,36.73979
1344,32.50174
1345,28.756649
1346,37.407093
1347,52.098736
1348,37.130096
1349,31.987982
1350,44.68939
1351,44.96519
1352,35.8941
1353,36.550816
1354,25.756084
1355,38.47511
1356,33.482445
1357,36.544567
1358,34.29539
1359,34.259655
1360,38.118935
1361,21.664822
1362,29.106867
1363,39.02656
1364,39.138737
1365,41.644497
1366,40.274265
1367,35.08287
1368,38.975704
1369,43.02855
1370,38.60681
1371,35.419376
1372,42.923336
1373,29.081987
1374,36.077515
1375,31.272137
1376,31.752981
1377,33.303154
1378,34.667526
1379,27.939224
1380,36.480804
1381,34.365047
1382,25.981796
1383,31.223516
1384,24.523518
1385,30.992128
1386,37.33159
1387,43.075417
1388,32.44586
1389,31.9665
1390,34.16676
1391,32.107277
1392,29.18687
1393,34.784615
1394,34.786438
1395,34.810127
1396,34.85898
1397,31.555845
1398,35.28405
1399,29.823027
1400,29.717272
1401,29.66364
1402,35.464394
1403,32.29596
1404,30.944355
1405,22.282442
1406,17.335995
1407,27.164207
1408,32.94373
1409,35.08133
1410,34.160007
1411,28.030144
1412,35.464394
1413,33.43177
1414,31.769363
1415,32.0466
1416,31.076502
1417,25.318506
1418,25.632668
1419,28.595623
1420,38.127174
1421,33.039974
1422,9.711938
1423,30.367765
1424,38.01641
1425,30.956394
1426,25.839249
1427,35.72544
1428,31.31184
1429,28.919878
1430,35.732044
1431,25.244255
1432,22.304388
1433,26.022121
1434,30.76674
1435,22.58143
1436,27.498331
1437,31.201904
1438,23.691345
1439,27.378164
1440,31.581982
1441,32.556534
1442,31.950788
1443,25.548656
1444,31.88547
1445,25.825914
1446,26.592167
1447,27.26894
1448,28.07541
1449,25.5749
1450,31.7221
1451,31.967773
1452,31.49295
1453,32.96894
1454,28.779713
1455,30.202164
1456,26.586721
1457,32.24675
1458,29.526806
1459,34.802536
1460,33.674076
1461,25.336222
1462,27.087397
1463,29.088879
1464,28.527723
1465,37.5515
1466,30.812813
1467,27.644493
1468,28.403534
1469,30.812813
1470,32.561916
1471,36.11943
1472,35.15008
1473,40.413593
1474,36.200027
1475,36.283325
1476,30.33938
1477,22.453781
1478,33.384197
1479,43.14285
1480,43.566936
1481,40.762287
1482,29.602518
1483,39.712517
1484,40.491745
1485,35.09678
1486,37.552322
1487,34.16722
1488,34.616756
1489,29.999187
1490,33.5066
1491,44.01735
1492,29.773563
1493,33.394646
1494,29.322264
1495,32.359596
1496,30.20972
1497,32.974136
1498,27.90221
1499,39.953487
1500,21.802977
1501,15.368564
1502,31.314854
1503,40.57874
1504,35.14751
1505,29.874918
1506,35.53012
1507,27.339535
1508,36.108494
1509,41.483227
1510,30.303686
1511,31.447403
1512,30.42082
1513,26.900522
1514,29.266659
1515,30.104622
1516,43.136395
1517,29.036547
1518,30.306572
1519,27.644493
1520,35.70831
1521,30.468699
1522,30.240236
1523,22.273664
1524,14.593447
1525,28.693857
1526,34.270546
1527,36.387478
1528,33.891697
1529,25.868057
1530,32.83228
1531,36.30945
1532,26.53021
1533,31.165997
1534,28.081656
1535,25.798553
1536,25.23841
1537,26.080996
1538,31.363943
1539,35.209934
1540,12.034362
1541,42.147255
1542,38.230335
1543,28.290657
1544,32.01644
1545,39.32708
1546,34.755863
1547,36.380325
1548,38.031975
1549,31.704922
1550,28.264898
1551,33.27381
1552,43.42424
1553,42.63099
1554,39.553448
1555,27.575384
1556,44.469467
1557,33.756226
1558,38.02079
1559,40.47117
1560,30.768307
1561,35.09678
1562,30.030914
1563,34.56659
1564,47.253212
1565,29.206541
1566,27.97149
1567,32.078964
1568,24.875757
1569,25.23838
1570,36.01483
1571,26.887056
1572,26.695372
1573,15.131753
1574,14.519505
1575,23.18233
1576,27.880749
1577,30.115906
1578,28.969467
1579,23.7135
1580,31.216227
1581,29.410236
1582,27.282204
1583,27.351793
1584,26.690577
1585,19.91951
1586,23.462173
1587,23.164085
1588,29.590014
1589,33.39636
1590,9.440637
1591,37.932343
1592,29.415775
1593,28.3626
1594,22.307772
1595,21.983896
1596,27.444653
1597,25.88555
1598,23.991104
1599,16.888248
1600,12.750782
1601,19.129341
1602,25.103554
1603,26.900318
1604,27.050816
1605,20.805037
1606,24.682463
1607,26.440208
1608,23.737152
1609,21.107374
1610,24.375242
1611,20.627266
1612,19.222067
1613,20.690678
1614,33.37767
1615,26.844414
1616,9.437442
1617,23.483698
1618,26.472872
1619,35.048767
1620,27.019718
1621,24.966017
1622,34.204613
1623,29.825195
1624,27.418516
1625,19.512953
1626,13.384132
1627,24.282309
1628,29.776365
1629,30.117292
1630,30.43335
1631,24.9322
1632,36.435097
1633,31.286251
1634,26.676254
1635,27.884237
1636,31.382572
1637,21.619677
1638,23.474745
1639,24.023764
1640,38.93485
1641,33.015377
1642,6.001716
1643,38.884403
1644,23.435463
1645,30.742252
1646,30.79035
1647,41.170914
1648,34.02933
1649,29.057575
1650,24.140703
1651,18.96413
1652,26.457827
1653,35.506958
1654,35.440365
1655,34.03809
1656,30.3534
1657,39.795036
1658,34.845898
1659,29.806313
1660,34.5896
1661,28.005915
1662,28.332693
1663,26.725626
1664,29.147205
1665,38.860626
1666,27.218843
1667,9.207711
1668,29.170975
1669,18.109432
1670,26.989138
1671,40.94855
1672,30.463957
1673,31.266745
1674,13.191623
1675,11.587659
1676,17.120874
1677,26.933226
1678,27.206955
1679,31.286251
1680,23.952784
1681,34.87808
1682,36.82195
1683,34.065884
1684,28.358658
1685,18.659687
1686,14.943579
1687,22.365078
1688,9.336564
1689,37.275646
1690,21.072159
1691,3.4590302
1692,32.684105
1693,28.385418
1694,26.637041
1695,32.234238
1696,29.617231
1697,27.849611
1698,21.760365
1699,15.095917
1700,27.159765
1701,29.290628
1702,31.639254
1703,32.548595
1704,25.765123
1705,32.47908
1706,31.327051
1707,27.461756
1708,27.607275
1709,27.607275
1710,25.52289
1711,23.826649
1712,26.668787
1713,33.914295
1714,27.193336
1715,14.559369
1716,34.25116
1717,27.393988
1718,28.204836
1719,29.732952
1720,33.11336
1721,38.349834
1722,32.282658
1723,34.082615
1724,23.445847
1725,17.15069
1726,27.623062
1727,35.932014
1728,36.544567
1729,37.622337
1730,31.037004
1731,37.92997
1732,35.35166
1733,32.31414
1734,41.113876
1735,31.27943
1736,26.760328
1737,23.426273
1738,29.893347
1739,38.17263
1740,31.95322
1741,2.9421678
1742,22.73669
1743,26.012796
1744,21.417557
1745,26.571404
1746,27.620426
1747,25.0566
1748,17.919882
1749,13.822907
1750,26.293093
1751,29.559254
1752,30.253675
1753,26.347668
1754,16.188866
1755,33.82355
1756,23.336258
1757,23.862349
1758,25.662287
1759,26.05878
1760,22.344248
1761,16.147709
1762,18.109432
1763,28.405685
1764,31.476238
1765,16.493195
1766,50.542694
1767,36.608753
1768,28.13432
1769,26.714527
1770,31.91397
1771,28.705317
1772,28.302797
1773,22.657322
1774,21.261303
1775,26.004475
1776,25.638447
1777,35.0952
1778,30.710373
1779,25.254997
1780,28.817207
1781,32.274208
1782,25.569391
1783,23.761456
1784,33.19398
1785,25.641142
1786,20.773909
1787,27.125103
1788,30.029362
1789,38.257664
1790,49.159378
1791,32.167866
1792,30.914211
1793,39.209385
1794,33.229816
1795,32.4065
1796,26.156239
1797,17.405256
1798,27.568909
1799,35.342705
1800,38.394127
1801,36.997852
1802,30.922659
1803,38.137276
1804,34.481556
1805,30.030914
1806,30.921474
1807,34.397873
1808,28.717499
1809,27.484287
1810,30.804777
1811,39.516773
1812,36.537804
1813,11.174755
1814,20.165369
1815,32.427826
1816,32.729103
1817,34.040955
1818,33.817963
1819,33.95636
1820,27.284817
1821,17.601212
1822,32.561916
1823,35.054016
1824,39.252342
1825,37.36319
1826,30.534687
1827,36.429234
1828,35.46661
1829,35.17379
1830,33.34585
1831,34.654057
1832,28.86982
1833,27.265318
1834,32.17552
1835,41.663532
1836,26.66315
1837,8.85011
1838,30.793049
1839,48.593307
1840,33.748585
1841,30.08646
1842,38.64776
1843,32.862976
1844,33.256954
1845,26.628502
1846,18.527567
1847,28.135809
1848,38.798058
1849,36.238663
1850,37.81332
1851,30.862255
1852,38.404976
1853,34.063423
1854,31.809849
1855,32.801235
1856,35.91163
1857,28.492289
1858,28.16001
1859,36.810497
1860,31.950788
1861,35.0185
1862,27.833939
1863,13.040925
1864,31.381529
1865,31.062096
1866,30.445015
1867,32.427826
1868,33.55553
1869,27.20372
1870,19.945593
1871,28.671986
1872,36.01483
